exp_id,exp_name,test_case,run_no,date_iso8601,commit_hash,environment,input_desc,metric_name,metric_unit,expected_value,measured_value,pass_fail,status,notes
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,1,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,85.09,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,2,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,75.55,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,3,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,76.07,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,4,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,65.77,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,5,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,75.19,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,6,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,106.86,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,7,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,66.05,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,8,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,58.14,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,9,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,59.4,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,10,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,82.38,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,11,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,60.96,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,12,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,61.58,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,13,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,67.57,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,14,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,55.83,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,15,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,58.3,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,16,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,59.45,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,17,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,67.22,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,18,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,63.56,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,19,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,79.37,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,20,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,92.52,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
